i;6284781860667377211;1758428490
i;8517097267634966620;605918609
i;1820151046732198393;1402829384
i;4052466453699787802;546644593
i;3232700585171816769;679051484
i;1000385178204227360;1769807095
i;7697331399106995587;1976342368
i;5465015992139406178;1001414719
i;6873002678636213555;906061381
i;9105318085603802964;555588369
i;2408371864701034737;235460203
i;4640687271668624146;864862201
i;2644479767202980425;1472475182
i;412164360235391016;1075382070
i;7109110581138159243;1334354759
i;4876795174170569834;1788666917
i;7461223496605049899;26642700
i;8753205170136912308;982386956
i;2996592682669871081;1103119720
i;5228908089637460490;1653522988
i;2056258949234144081;1614548574
i;176056457733445328;947461175
i;6520889763169322899;452984484
i;4288574356201733490;1870674522
i;8049444314573886243;1161155969
i;8164984352168075964;217513261
i;3584813500638707425;588844187
i;5817128907606296834;826142210
i;1468038131265307737;507388979
i;764277275702281672;438817061
i;5932668945200486555;1119937
i;3700353538232897146;230561215
i;3931898588792031835;955053730
i;6164213995759621244;447716142
i;532732225143146983;1939485450
i;1699583181824442426;1780693461
i;5585583857047162145;1893764400
i;3353268450079572736;734507100
i;8396529402727210653;1291733809
i;7817899264014751554;892260021
i;4520119406760868179;520018886
i;6752434813728457588;689831197
i;55488592825689361;588205220
i;2287803999793278770;1967773599
i;4997363039078325801;1050170578
i;2765047632110736392;695864745
i;8984750220696046997;1360669967
i;7229678446045915210;759812450
i;5108340224729704523;1728195038
i;7340655631697293932;1970072472
i;643709410794525705;1601269123
i;2876024817762115114;670713663
i;4409142221109489457;1296415694
i;2176826814141900048;525337229
i;8873773035044668275;1820616259
i;6641457628077078866;794268652
i;5696561042698540867;996447414
i;7928876449666130276;1051221520
i;1231930228763362049;960709931
i;3464245635730951458;527265972
i;3820921403140653113;2097931606
i;1588605996173063704;1942401658
i;8285552217075831931;392448190
i;6053236810108242522;638850235
i;7456195669291483653;2047352883
i;5223880262323894244;273793801
i;6525917590482889145;949838282
i;8758232997450478554;980469343
i;1473065958578873983;486075474
i;3705381365546463392;225433364
i;2991564855356304835;598607290
i;759249448388715426;1296752827
i;6867974851322647309;441403796
i;4635659444355057900;698159192
i;7114138408451725489;700947320
i;9100290258290236718;1813278533
i;2061286776547710327;203645097
i;4293602183515299736;1644663920
i;2403344037387468491;1897893116
i;171028630419879082;1410703767
i;6279754033353810965;411900082
i;4047438626386221556;1386716003
i;7702359226420561833;115124086
i;8512069440321400374;1805416779
i;2649507594516546671;696396919
i;4881823001484136080;1683526999
i;1815123219418632147;868357140
i;417192187548957262;1887843327
i;5691533215384974621;678304066
i;3459217808417385212;1780070756
i;8290580044389398177;915723120
i;7923848622352564030;873337720
i;3237728412485383015;946069846
i;5470043819452972424;829386628
i;1226902401449795803;1239238042
i;1005413005517793606;61162978
i;8637665132542722587;764361743
i;7576763534199239620;1925457830
i;4173034318607543769;1593108669
i;6405349725575133178;1473368117
i;879817313296471393;1460301207
i;1352498093671118016;213798881
i;5344448127231650211;1860769904
i;3112132720264060802;13532340
i;9220858123197992685;1259839554
i;6988542716230403276;1776958406
i;4761255136576380113;1161705371
i;6993570543543969522;1661202319
i;291596495327635049;1888500103
i;1940718911639954360;770830030
i;4756227309262813867;1571507972
i;2523911902295224458;1133716393
i;8632637305229156341;1086997660
i;6400321898261566932;873061362
i;5349475954545216457;589089397
i;7581791361512805866;1630253428
i;296624322641201295;853257389
i;2528939729608790704;442027098
i;4168006491293977523;743284364
i;1935691084326388114;1533829623
i;8044416487260319997;1168416952
i;5812101080292730588;1997684525
i;5937696772514052801;2075181343
i;8170012179481642210;422752241
i;884845140610037639;84286216
i;3117160547577627048;1054717063
i;3579785673325141179;1507425865
i;1347470266357551770;346421528
i;2750429125540792901;499066443
i;518113718573203492;1176139145
i;7215059939475971719;1370477590
i;4982744532508382310;882196858
i;6178832502329564735;1111169618
i;8411147909297154144;1052150665
i;1714201688394385917;623288007
i;3946517095361975326;705334021
i;2162208307571956557;1254402662
i;70107099395632852;331921514
i;6626839121507135375;712769474
i;4394523714539545966;1290068770
i;6767053320298401079;414531393
i;8999368727265990488;1846043143
i;2302422506363222261;1508444441
i;4534737913330811670;318400635
i;1573987489603120213;1811265200
i;658327917364469196;1975222985
i;6038618303538299031;145512373
i;3806302896570709622;1154853597
i;7355274138267237423;1545421507
i;8859154528474724784;920768856
i;2890643324332058605;1227613726
i;5122958731299648014;1303766841
i;985766671634283869;743228077
i;1246548735333305540;1550152046
i;5450397485569462687;2066022890
i;3218082078601873278;1613742533
i;7943494956236073767;1580240703
i;8270933710505888440;839688135
i;3478864142300894949;522579393
i;5711179549268484358;1438924864
i;5103312397416138277;2063095036
i;2870996990448548868;2146233141
i;8878800862358234521;75192841
i;7335627804383727686;1075701330
i;3825949230454219359;2016687576
i;6058264637421808768;207072464
i;638681583480959459;955547186
i;1593633823486629950;713029137
i;4515091579447301933;1006636178
i;2282776172479712524;1673564490
i;8979722393382480751;2030255263
i;6747406986414891342;1064433312
i;4414170048423055703;1532578731
i;6646485455390645112;1679435104
i;50460765512123115;23747375
i;2181854641455466294;1643234034
i;3926870761478465589;612995585
i;1694555354510876180;2008119148
i;8391501575413644407;8551016
i;6159186168446054998;613974700
i;5002390866391892047;2111287053
i;7234706273359481456;567345175
i;537760052456713229;884938048
i;2770075459424302638;1078136617
i;3338649943509629245;265449653
i;1106334536542039836;109323309
i;7803280757444808063;724005767
i;5570965350477218654;1024747159
i;5590611684360728391;237253839
i;7822927091328317800;1775747465
i;1125980870425549573;931928308
i;3358296277393138982;741404478
i;1955337418209897851;1200871476
i;4187652825177487260;1326012719
i;2509293395725280967;2147474122
i;276977988757691558;947612897
i;7562145027629296129;1028078972
i;5329829620661706720;610109560
i;6419968232145076669;1847879206
i;8652283639112666078;487107133
i;2543558236178734195;2082817371
i;4775873643146323604;1441768296
i;1921072577756444623;365732072
i;311242829211144786;2131556526
i;6973924209660459785;1828237975
i;4741608802692870376;1003971099
i;7008189050113913013;905178940
i;9206239616628049194;1188481009
i;3131779054147570539;2119373733
i;5364094461115159948;866038622
i;1332851759787608279;632293316
i;899463647179981130;1243330564
i;6385703391691623441;1573284832
i;4153387984724034032;424732251
i;7596409868082749357;1261674595
i;8618018798659212850;1435608874
i;3719999872116406883;914224741
i;5952315279083996292;1519222124
i;744630941818771935;433249705
i;1487684465148817474;1923309067
i;5797482573722787097;1563032717
i;3565167166755197688;287054864
i;8184630686051585701;31395542
i;8029797980690376506;2015927287
i;397545853665447525;1379424776
i;1834769553302141884;262414843
i;4862176667600626343;1623056525
i;2629861260633036934;1015244107
i;8531715774204910111;722659474
i;7682712892537052096;1635886407
i;4067084960269731293;1232654359
i;6299400367237320702;1350604268
i;190674964303388819;859221333
i;2422990371270978228;257596873
i;4273955849631789999;1220823376
i;2041640442664200590;1526192625
i;9119936592173746455;1510621659
i;7094492074568215752;405943167
i;4655305778238567637;2009758002
i;6887621185206157046;361188957
i;778895782272225163;1342673582
i;3011211189239814572;526729765
i;3685735031662953655;1434222331
i;1453419624695364246;84487177
i;8738586663566968817;1286909327
i;6506271256599379408;710558694
i;5243526596207403981;1332561406
i;7475842003174993390;1353055904
i;1367116600241061507;1890122063
i;3599432007208650916;366998832
i;3097514213694117311;1675883012
i;865198806726527902;785123780
i;8150365845598132473;655872332
i;5918050438630543064;1180246944
i;5831747414176240325;596142172
